Date,Open,High,Low,Close,Adj Close,Volume,ClosePrice,Fast10DayEMA,Slow40DayEMA,APO,Trades,Position,Pnl
2018-01-29,58.82400131225586,59.34450149536133,58.5989990234375,58.77899932861328,58.77899932861328,27578000,58.77899932861328,53.66433885090109,53.46636430904299,0.19797454185810182,0,0,0.0
2018-01-30,58.39149856567383,58.82600021362305,58.17599868774414,58.18450164794922,58.18450164794922,31126000,58.18450164794922,53.71208246813002,53.491889397723185,0.220193070406836,0,0,0.0
2018-01-31,58.528499603271484,58.650001525878906,57.95650100708008,58.49700164794922,58.49700164794922,30774000,58.49700164794922,53.759158325128695,53.517111012498354,0.24204731263034063,0,0,0.0
2018-02-01,58.13050079345703,58.70000076293945,57.875999450683594,58.3849983215332,58.3849983215332,48242000,58.3849983215332,53.80236992415364,53.54040188105656,0.26196804309707744,0,0,0.0
2018-02-02,56.099998474121094,56.153499603271484,55.36389923095703,55.595001220703125,55.595001220703125,97158000,55.595001220703125,53.81810333005023,53.549638102883684,0.2684652271665442,0,0,0.0
2018-02-05,54.529998779296875,55.5,52.60150146484375,52.790000915527344,52.790000915527344,75966000,52.790000915527344,53.807576722509246,53.54565433792139,0.2619223845878551,0,0,0.0
2018-02-06,51.35900115966797,54.08549880981445,51.1568489074707,54.029998779296875,54.029998779296875,68960000,54.029998779296875,53.80997442819614,53.548328623478014,0.26164580471812826,0,0,0.0
2018-02-07,54.07699966430664,54.0890007019043,52.41299819946289,52.42900085449219,52.42900085449219,47384000,52.42900085449219,53.7930950375209,53.54132110723273,0.2517739302881665,0,0,0.0
2018-02-08,52.77050018310547,52.930999755859375,50.03300094604492,50.07600021362305,50.07600021362305,57182000,50.07600021362305,53.736801890286955,53.514441013130316,0.222360877156639,0,0,0.0
2018-02-09,50.86249923706055,52.19850158691406,49.62799835205078,51.888999938964844,51.888999938964844,70118000,51.888999938964844,53.706626744201124,53.50084534271549,0.2057814014856305,0,0,0.0
2018-02-12,52.400001525878906,53.07500076293945,52.0463981628418,52.59700012207031,52.59700012207031,41154000,52.59700012207031,53.68766444585332,53.49293411998838,0.19473032586494554,0,0,0.0
2018-02-13,52.25,52.91849899291992,52.204349517822266,52.60499954223633,52.60499954223633,25302000,52.60499954223633,53.66845493227781,53.48486476696523,0.1835901653125802,0,0,0.0
2018-02-14,52.4474983215332,53.58599853515625,52.337501525878906,53.48500061035156,53.48500061035156,31116000,53.48500061035156,53.665150871353745,53.4848660200892,0.1802848512645454,0,0,0.0
2018-02-15,53.95349884033203,54.573951721191406,53.21699905395508,54.47600173950195,54.47600173950195,36868000,54.47600173950195,53.67978969817639,53.49403104928975,0.1857586488866403,0,0,0.0
2018-02-16,54.420501708984375,55.23350143432617,54.4156494140625,54.7400016784668,54.7400016784668,33590000,54.7400016784668,53.69887067981765,53.505516584810344,0.19335409500730805,0,0,0.0
2018-02-20,54.528499603271484,55.6974983215332,54.42599868774414,55.12300109863281,55.12300109863281,28462000,55.12300109863281,53.724070014862455,53.52017594066086,0.20389407420159245,0,0,0.0
2018-02-21,55.32350158691406,56.69850158691406,55.31650161743164,55.56700134277344,55.56700134277344,30258000,55.56700134277344,53.75560295117001,53.53811383646875,0.21748911470125876,0,0,0.0
2018-02-22,55.80950164794922,56.14099884033203,55.12950134277344,55.33150100708008,55.33150100708008,26344000,55.33150100708008,53.78169436330226,53.55332207661672,0.22837228668553422,0,0,0.0
2018-02-23,55.63199996948242,56.36399841308594,55.23569869995117,56.339500427246094,56.339500427246094,25220000,56.339500427246094,53.822389507785864,53.576026963021846,0.2463625447640183,0,0,0.0
2018-02-26,56.38999938964844,57.198001861572266,56.33475112915039,57.1875,57.1875,31182000,57.1875,53.87380444721947,53.604289413517975,0.2695150337014951,0,0,0.0
2018-02-27,57.0620002746582,57.20199966430664,55.900001525878906,55.91450119018555,55.91450119018555,35482000,55.91450119018555,53.902981628918994,53.62120753347723,0.2817740954417616,0,0,0.0
2018-02-28,56.1515007019043,56.37649917602539,55.1619987487793,55.23649978637695,55.23649978637695,37652000,55.23649978637695,53.920892114925614,53.63231960390789,0.2885725110177262,0,0,0.0
2018-03-01,55.39350128173828,55.50600051879883,53.35005187988281,53.47600173950195,53.47600173950195,50318000,53.47600173950195,53.91544181471576,53.63133873387782,0.28410308083794433,0,0,0.0
2018-03-02,52.65399932861328,54.09994888305664,52.4057502746582,53.94599914550781,53.94599914550781,45432000,53.94599914550781,53.915770720547144,53.633073471120376,0.2826972494267679,0,0,0.0
2018-03-05,53.75699996948242,54.85499954223633,53.45000076293945,54.54650115966797,54.54650115966797,24044000,54.54650115966797,53.9224402758079,53.638020707879534,0.2844195679283672,0,0,0.0
2018-03-06,54.96099853515625,55.092498779296875,54.48875045776367,54.75299835205078,54.75299835205078,30656000,54.75299835205078,53.93110812573645,53.64398066280992,0.28712746292652724,0,0,0.0
2018-03-07,54.45949935913086,55.611000061035156,54.27410125732422,55.481998443603516,55.481998443603516,25850000,55.481998443603516,53.94752336715378,53.65394506700586,0.29357830014792086,0,0,0.0
2018-03-08,55.76599884033203,56.380001068115234,55.63999938964844,56.29999923706055,56.29999923706055,27102000,56.29999923706055,53.972436301880556,53.668297776068705,0.30413852581185097,0,0,0.0
2018-03-09,56.79999923706055,58.040000915527344,56.623050689697266,58.00199890136719,58.00199890136719,42560000,58.00199890136719,54.01120673727488,53.68965462452714,0.32155211274774587,0,0,0.0
2018-03-12,58.192501068115234,58.852500915527344,57.87099838256836,58.224998474121094,58.224998474121094,43446000,58.224998474121094,54.05202148144745,53.71215499497636,0.3398664864710881,0,0,0.0
2018-03-13,58.5,58.8380012512207,56.666500091552734,56.90850067138672,56.90850067138672,38144000,56.90850067138672,54.07831833313657,53.72722668215576,0.35109165098081263,0,0,0.0
2018-03-14,57.260501861572266,57.929500579833984,57.071998596191406,57.4744987487793,57.4744987487793,25828000,57.4744987487793,54.10785505603016,53.74391921421689,0.363935841813273,0,0,0.0
2018-03-15,57.49800109863281,58.05400085449219,56.72700119018555,57.479000091552734,57.479000091552734,27908000,57.479000091552734,54.1364039363722,53.76012041077884,0.3762835255933581,0,0,0.0
2018-03-16,57.707000732421875,57.79399871826172,56.597999572753906,56.7864990234375,56.7864990234375,61840000,56.7864990234375,54.15847635535578,53.77303103294739,0.385445322408394,0,0,0.0
2018-03-19,56.0004997253418,56.0994987487793,54.45050048828125,54.99100112915039,54.99100112915039,56118000,54.99100112915039,54.165355465489405,53.77818577764086,0.387169687848548,0,0,0.0
2018-03-20,54.95000076293945,55.2599983215332,54.17300033569336,54.885501861572266,54.885501861572266,36638000,54.885501861572266,54.171345224506055,53.78290310053912,0.38844212396693223,0,0,0.0
2018-03-21,54.637001037597656,55.314998626708984,54.25749969482422,54.54399871826172,54.54399871826172,37578000,54.54399871826172,54.17452324513789,53.78622759929261,0.3882956458452824,0,0,0.0
2018-03-22,54.09400177001953,54.14500045776367,52.295501708984375,52.45399856567383,52.45399856567383,53340000,52.45399856567383,54.15774774107145,53.77957442341606,0.37817331765538853,0,0,0.0
2018-03-23,52.35150146484375,53.167999267578125,51.06100082397461,51.07849884033203,51.07849884033203,43134000,51.07849884033203,54.12190508270366,53.76347065216876,0.3584344305348992,0,0,0.0
2018-03-26,52.29999923706055,52.78150177001953,50.41999816894531,52.660499572753906,52.660499572753906,53302000,52.660499572753906,54.104390349264555,53.75669997113393,0.347690378130622,0,0,0.0
2018-03-27,53.150001525878906,53.24195098876953,49.84600067138672,50.255001068115234,50.255001068115234,61906000,50.255001068115234,54.05133406371485,53.73197935747415,0.31935470624069495,0,0,0.0
2018-03-28,49.900001525878906,51.21149826049805,49.03200149536133,50.22800064086914,50.22800064086914,67386000,50.22800064086914,53.993009728813604,53.7046011809537,0.2884085478599019,0,0,0.0
2018-03-29,50.58150100708008,52.150001525878906,50.14500045776367,51.589500427246094,51.589500427246094,54536000,51.589500427246094,53.95508192187569,53.687505814193884,0.26757610768180484,0,0,0.0
2018-04-02,51.14099884033203,51.7400016784668,49.51850128173828,50.32350158691406,50.32350158691406,53608000,50.32350158691406,53.89386829257112,53.658462615608684,0.23540567696243642,0,0,0.0
2018-04-03,50.695499420166016,51.04949951171875,49.70349884033203,50.670501708984375,50.670501708984375,45502000,50.670501708984375,53.83699113353266,53.63145796607364,0.2055331674590235,0,0,0.0
2018-04-04,49.670501708984375,51.4359016418457,49.650001525878906,51.25699996948242,51.25699996948242,49694000,51.25699996948242,53.79028449371984,53.609440854913,0.1808436388068415,0,0,0.0
2018-04-05,52.06650161743164,52.13949966430664,51.00654983520508,51.390499114990234,51.390499114990234,27260000,51.390499114990234,53.74625253529207,53.58858745188147,0.15766508341059904,0,0,0.0
2018-04-06,51.0,51.57099914550781,50.1515007019043,50.35200119018555,50.35200119018555,34928000,50.35200119018555,53.68309194147845,53.55773960688297,0.12535233459548323,0,0,0.0
2018-04-09,50.84000015258789,51.97999954223633,50.70399856567383,50.772499084472656,50.772499084472656,35032000,50.772499084472656,53.631237432566515,53.53232384051976,0.0989135920467561,0,0,0.0
2018-04-10,51.321998596191406,51.81399917602539,50.56700134277344,51.582000732421875,51.582000732421875,39490000,51.582000732421875,53.597704264456496,53.515977352312,0.08172691214449657,0,0,0.0
2018-04-11,51.39950180053711,51.568199157714844,50.79349899291992,50.99850082397461,50.99850082397461,29678000,50.99850082397461,53.55754053453675,53.49605252193229,0.0614880126044568,0,0,0.0
2018-04-12,51.25199890136719,52.03450012207031,51.07175064086914,51.6254997253418,51.6254997253418,27140000,51.6254997253418,53.530973760820316,53.482878210371545,0.04809555044877101,0,0,0.0
2018-04-13,52.04399871826172,52.32099914550781,51.14899826049805,51.4635009765625,51.4635009765625,24460000,51.4635009765625,53.50715853460201,53.47096393033494,0.03619460426707377,0,0,0.0
2018-04-16,51.849998474121094,52.1619987487793,51.33700180053711,51.89899826049805,51.89899826049805,24224000,51.89899826049805,53.49241678992534,53.46358322187941,0.028833568045932623,0,0,0.0
2018-04-17,52.56850051879883,53.89400100708008,52.41299819946289,53.70800018310547,53.70800018310547,46406000,53.70800018310547,53.49422596341516,53.46463380807604,0.02959215533912385,0,0,0.0
2018-04-18,53.871498107910156,53.871498107910156,53.311248779296875,53.604000091552734,53.604000091552734,26882000,53.604000091552734,53.49505507335183,53.465172952701636,0.02988212065019269,0,0,0.0
2018-04-19,53.470001220703125,54.708248138427734,53.409000396728516,54.3849983215332,54.3849983215332,34954000,54.3849983215332,53.50166836889842,53.46867398760479,0.03299438129363352,0,0,0.0
2018-04-20,54.099998474121094,54.61750030517578,53.47850036621094,53.64799880981445,53.64799880981445,37794000,53.64799880981445,53.502820490725966,53.46939715622075,0.03342333450521551,0,0,0.0
2018-04-23,53.893001556396484,54.13600158691406,53.03499984741211,53.372501373291016,53.372501373291016,46826000,53.372501373291016,53.50175732723886,53.468992270708426,0.03276505653043671,0,0,0.0
2018-04-24,52.599998474121094,52.849998474121094,50.52949905395508,50.999000549316406,50.999000549316406,95206000,50.999000549316406,53.481423910019345,53.45871393824096,0.022709971778382965,0,0,0.0
2018-04-25,51.2760009765625,51.6245002746582,50.765499114990234,51.058998107910156,51.058998107910156,47822000,51.058998107910156,53.46226676863843,53.44899373210318,0.013273036535245808,0,0,0.0
2018-04-26,51.47549819946289,52.39899826049805,50.90950012207031,52.00199890136719,52.00199890136719,41590000,52.00199890136719,53.45117373188928,53.44336357724194,0.007810154647337697,0,0,0.0
2018-04-27,52.29999923706055,52.474998474121094,51.27949905395508,51.502498626708984,51.502498626708984,32396000,51.502498626708984,53.436357571807626,53.43580522756546,0.0005523442421662139,0,0,0.0
2018-04-30,51.5004997253418,51.849998474121094,50.842498779296875,50.86650085449219,50.86650085449219,33426000,50.86650085449219,53.41728619900509,53.426039062958864,-0.008752863953773726,0,0,0.0
2018-05-01,50.68299865722656,51.923500061035156,50.410499572753906,51.865501403808594,51.865501403808594,28558000,51.865501403808594,53.40608661229562,53.42027033318201,-0.014183720886393303,0,0,0.0
2018-05-02,51.404998779296875,52.01945114135742,51.14350128173828,51.21900177001953,51.21900177001953,32062000,51.21900177001953,53.390286175586,53.41212494231512,-0.02183876672911822,0,0,0.0
2018-05-03,50.95000076293945,51.48374938964844,50.31449890136719,51.18600082397461,51.18600082397461,36302000,51.18600082397461,53.37428339446969,53.40384718931395,-0.02956379484425753,0,0,0.0
2018-05-04,50.845001220703125,52.425498962402344,50.845001220703125,52.410499572753906,52.410499572753906,38774000,52.410499572753906,53.36761111497728,53.400324849187996,-0.03271373421071644,0,0,0.0
2018-05-07,52.46149826049805,53.08399963378906,52.35499954223633,52.739498138427734,52.739498138427734,29322000,52.739498138427734,53.363372564330724,53.39804081480125,-0.03466825047052424,0,0,0.0
2018-05-08,52.926998138427734,53.02750015258789,52.35725021362305,52.695499420166016,52.695499420166016,24354000,52.695499420166016,53.35886479024282,53.395612105595895,-0.036747315353075294,0,0,0.0
2018-05-09,52.904998779296875,54.27199935913086,52.8182487487793,54.13800048828125,54.13800048828125,40656000,54.13800048828125,53.36435742246667,53.39829271799806,-0.03393529553139274,0,0,0.0
2018-05-10,54.30149841308594,55.02199935913086,54.28200149536133,54.878501892089844,54.878501892089844,28860000,54.878501892089844,53.37616974193388,53.40420733189006,-0.02803758995618466,0,0,0.0
2018-05-11,54.68000030517578,55.06650161743164,54.545501708984375,54.91299819946289,54.91299819946289,25074000,54.91299819946289,53.38898003715706,53.41064899828343,-0.02166896112636607,0,0,0.0
2018-05-14,55.0,55.537498474121094,54.955501556396484,55.0099983215332,55.0099983215332,30362000,55.0099983215332,53.403345784984154,53.41790870530051,-0.014562920316357975,0,0,0.0
2018-05-15,54.5,54.502498626708984,53.673500061035156,53.96149826049805,53.96149826049805,29898000,53.96149826049805,53.40832489213831,53.42039243973758,-0.012067547599272643,0,0,0.0
2018-05-16,53.865501403808594,54.4635009765625,53.8129997253418,54.0885009765625,54.0885009765625,21946000,54.0885009765625,53.41446737955726,53.423482773431125,-0.009015393873866628,0,0,0.0
2018-05-17,53.99449920654297,54.34349822998047,53.67499923706055,53.929500579833984,53.929500579833984,20876000,53.929500579833984,53.419048781189936,53.42578826945885,-0.006739488268912908,0,0,0.0
2018-05-18,53.09299850463867,53.49700164794922,53.034000396728516,53.31800079345703,53.31800079345703,31304000,53.31800079345703,53.418154977931366,53.42529993428741,-0.007144956356043508,0,0,0.0
2018-05-21,53.702999114990234,54.400001525878906,53.682498931884766,53.979000091552734,53.979000091552734,20464000,53.979000091552734,53.423181512827604,53.42784170192821,-0.004660189100604839,0,0,0.0
2018-05-22,54.178001403808594,54.329498291015625,53.33449935913086,53.48649978637695,53.48649978637695,21800000,53.48649978637695,53.42372521019531,53.42809968516069,-0.0043744749653811255,0,0,0.0
2018-05-23,53.256500244140625,54.03900146484375,53.08549880981445,53.984500885009766,53.984500885009766,21214000,53.984500885009766,53.428338333976335,53.43044407287673,-0.002105738900397114,0,0,0.0
2018-05-24,53.95000076293945,54.02349853515625,53.307498931884766,53.96200180053711,53.96200180053711,15336000,53.96200180053711,53.43268316093506,53.43266069103065,2.2469904415345354e-05,0,0,0.0
2018-05-25,53.95100021362305,54.12799835205078,53.688751220703125,53.78300094604492,53.78300094604492,17988000,53.78300094604492,53.43540969415935,53.434057297622644,0.0013523965367028268,0,0,0.0
2018-05-29,53.24449920654297,53.66849899291992,52.76100158691406,53.01599884033203,53.01599884033203,37302000,53.01599884033203,53.43249919649904,53.43257136184061,-7.216534157095111e-05,0,0,0.0
2018-05-30,53.1515007019043,53.46049880981445,52.84149932861328,53.38999938964844,53.38999938964844,22770000,53.38999938964844,53.432220496763684,53.43242837080622,-0.00020787404253752584,0,0,0.0
2018-05-31,53.37799835205078,54.859500885009766,53.37799835205078,54.2495002746582,54.2495002746582,61766000,54.2495002746582,53.4368917718855,53.43482036658113,0.002071405304370444,0,0,0.0
2018-06-01,54.967498779296875,56.0,54.92499923706055,55.974998474121094,55.974998474121094,48432000,55.974998474121094,53.450536435483556,53.44181480037475,0.00872163510880597,0,0,0.0
2018-06-04,56.11650085449219,57.09450149536133,56.100250244140625,56.964500427246094,56.964500427246094,37792000,56.964500427246094,53.473133175620134,53.45341746688649,0.019715708733642145,0,0,0.0
2018-06-05,57.04949951171875,57.28689956665039,56.65950012207031,56.983001708984375,56.983001708984375,33560000,56.983001708984375,53.49848319374293,53.46647455738755,0.03200863635537843,0,0,0.0
2018-06-06,57.10850143432617,57.150001525878906,56.28715133666992,56.84400177001953,56.84400177001953,33964000,56.84400177001953,53.523895051042096,53.4796149171903,0.04428013385179952,0,0,0.0
2018-06-07,56.566001892089844,56.79100036621094,55.82600021362305,56.19300079345703,56.19300079345703,30400000,56.19300079345703,53.54498433670092,53.490595947440085,0.054388389260836334,0,0,0.0
2018-06-08,55.909000396728516,56.333499908447266,55.60749816894531,56.04349899291992,56.04349899291992,25816000,56.04349899291992,53.56530130021701,53.50122872329535,0.06407257692166013,0,0,0.0
2018-06-11,55.93000030517578,56.862998962402344,55.93000030517578,56.4995002746582,56.4995002746582,21586000,56.4995002746582,53.59024741104348,53.514285010308896,0.07596240073458205,0,0,0.0
2018-06-12,56.55350112915039,56.989498138427734,56.53675079345703,56.965999603271484,56.965999603271484,18240000,56.965999603271484,53.6207035769988,53.530235535545685,0.09046804145311427,0,0,0.0
2018-06-13,57.055999755859375,57.32500076293945,56.66899871826172,56.739498138427734,56.739498138427734,30128000,56.739498138427734,53.64960576611844,53.545468508241676,0.10413725787676498,0,0,0.0
2018-06-14,57.192501068115234,57.77349853515625,57.03200149536133,57.60599899291992,57.60599899291992,26868000,57.60599899291992,53.68844426080101,53.56588500164214,0.12255925915887644,0,0,0.0
2018-06-15,57.44300079345703,57.67100143432617,57.174251556396484,57.612998962402344,57.612998962402344,42450000,57.612998962402344,53.72837974433208,53.586978539757176,0.14140120457490468,0,0,0.0
2018-06-18,57.182498931884766,58.71549987792969,57.179500579833984,58.67300033569336,58.67300033569336,28274000,58.67300033569336,53.78116197836335,53.61478645620522,0.1663755221581269,0,0,0.0
2018-06-19,57.92499923706055,58.563499450683594,57.70050048828125,58.40299987792969,58.40299987792969,32420000,58.40299987792969,53.83214249321562,53.64183839805858,0.19030409515703894,0,0,0.0
2018-06-20,58.765499114990234,59.314300537109375,58.45800018310547,58.492000579833984,58.492000579833984,32970000,58.492000579833984,53.88352272146246,53.66922984898688,0.21429287247558193,0,0,0.0
2018-06-21,58.74250030517578,58.864749908447266,57.61159896850586,57.882999420166016,57.882999420166016,24762000,57.882999420166016,53.92680818823537,53.692588359981414,0.2342198282539556,0,0,0.0
2018-06-22,57.957000732421875,58.12485122680664,57.362998962402344,57.77399826049805,57.77399826049805,26220000,57.77399826049805,53.96694003798437,53.71439512209214,0.25254491589222994,0,0,0.0
2018-06-25,57.18000030517578,57.195499420166016,55.638999938964844,56.240501403808594,56.240501403808594,43146000,56.240501403808594,53.98891472897909,53.72690068234035,0.26201404663873973,0,0,0.0
2018-06-26,56.400001525878906,56.660499572753906,55.832950592041016,55.92300033569336,55.92300033569336,31264000,55.92300033569336,54.004778785358425,53.736126949649055,0.26865183570937035,0,0,0.0
2018-06-27,56.06700134277344,56.591800689697266,55.180999755859375,55.19900131225586,55.19900131225586,25878000,55.19900131225586,54.01312776949076,53.74136525539404,0.2717625140967215,0,0,0.0
2018-06-28,55.10449981689453,56.115501403808594,54.800498962402344,55.71099853515625,55.71099853515625,21448000,55.71099853515625,54.023534369044434,53.74754862240038,0.2759857466440536,0,0,0.0
2018-06-29,56.0,56.41135025024414,55.75,55.782501220703125,55.782501220703125,26302000,55.782501220703125,54.0344320273345,53.754006135058596,0.28042589227590753,0,0,0.0
2018-07-02,54.95000076293945,56.400001525878906,54.689998626708984,56.37300109863281,56.37300109863281,24346000,56.37300109863281,54.04902960100585,53.76237951071301,0.28665009029283794,0,0,0.0
2018-07-03,56.79100036621094,56.79100036621094,55.000999450683594,55.144500732421875,55.144500732421875,13580000,55.144500732421875,54.05636183498239,53.76711774958485,0.28924408539754154,0,0,0.0
2018-07-05,55.5265007019043,56.375,55.42399978637695,56.2135009765625,56.2135009765625,21334000,56.2135009765625,54.070906410312425,53.77556631195524,0.2953400983571868,0,0,0.0
2018-07-06,56.17900085449219,57.04650115966797,56.03684997558594,57.00849914550781,57.00849914550781,19922000,57.00849914550781,54.0905743265558,53.78665292487164,0.30392140168416404,0,0,0.0
2018-07-09,57.42399978637695,57.73350143432617,57.17100143432617,57.70249938964844,57.70249938964844,18180000,57.70249938964844,54.11478793779575,53.80009857874927,0.31468935904647566,0,0,0.0
2018-07-10,57.8489990234375,57.97949981689453,57.47949981689453,57.641998291015625,57.641998291015625,15968000,57.641998291015625,54.13860848311309,53.81338786942653,0.32522061368656097,0,0,0.0
2018-07-11,57.22949981689453,58.214500427246094,57.04999923706055,57.69499969482422,57.69499969482422,22400000,57.69499969482422,54.162901383374724,53.82696842005765,0.33593296331707023,0,0,0.0
2018-07-12,57.99449920654297,59.22050094604492,57.796749114990234,59.17399978637695,59.17399978637695,25038000,59.17399978637695,54.2002469481777,53.84737894951495,0.3528679986627523,0,0,0.0
2018-07-13,59.25,59.770851135253906,59.0,59.441001892089844,59.441001892089844,24438000,59.441001892089844,54.24270611967954,53.87059061423678,0.37211550544275696,0,0,0.0
2018-07-16,59.46950149536133,59.54999923706055,58.9640007019043,59.19300079345703,59.19300079345703,21114000,59.19300079345703,54.28500746175772,53.89388583731122,0.3911216244465052,0,0,0.0
2018-07-17,58.611000061035156,60.152000427246094,58.529998779296875,59.939998626708984,59.939998626708984,32208000,59.939998626708984,54.33658646419548,53.9221315599569,0.4144549042385748,0,0,0.0
2018-07-18,59.827999114990234,60.224998474121094,59.516998291015625,59.79399871826172,59.79399871826172,27872000,59.79399871826172,54.38916486840265,53.9511071506969,0.4380577177057532,0,0,0.0
2018-07-19,59.54999923706055,60.0,59.16600036621094,59.347999572753906,59.347999572753906,25534000,59.347999572753906,54.43823853738206,53.97846286732941,0.4597756700526503,0,0,0.0
2018-07-20,59.347999572753906,59.84299850463867,59.21099853515625,59.24549865722656,59.24549865722656,24948000,59.24549865722656,54.48722024411056,54.00595054179044,0.48126970232011956,0,0,0.0
2018-07-23,59.050498962402344,60.324501037597656,59.04999923706055,60.275001525878906,60.275001525878906,52384000,60.275001525878906,54.550167080793685,54.040872536239334,0.5092945445543506,0,0,0.0
2018-07-24,63.12950134277344,63.29999923706055,61.77799987792969,62.40399932861328,62.40399932861328,66364000,62.40399932861328,54.648245042247446,54.094365163530014,0.5538798787174315,0,0,0.0
2018-07-25,61.95650100708008,63.292999267578125,61.95650100708008,63.185001373291016,63.185001373291016,42556000,63.185001373291016,54.76815049149563,54.159764862868286,0.6083856286273459,0,0,0.0
2018-07-26,62.54999923706055,63.488548278808594,62.45100021362305,63.416500091552734,63.416500091552734,48112000,63.416500091552734,54.8973216254825,54.23057990450195,0.6667417209805464,0,0,0.0
2018-07-27,63.54999923706055,63.69449996948242,61.54999923706055,61.92499923706055,61.92499923706055,42612000,61.92499923706055,55.00186266292761,54.28920536460504,0.7126572983225685,0,0,0.0
2018-07-30,61.4005012512207,61.74580001831055,60.57350158691406,60.98699951171875,60.98699951171875,36998000,60.98699951171875,55.08749386298616,54.33828769551625,0.7492061674699073,0,0,0.0
2018-07-31,61.0004997253418,61.379398345947266,60.279998779296875,60.862998962402344,60.862998962402344,32894000,60.862998962402344,55.16715106235522,54.38438035822976,0.7827707041254541,0,0,0.0
2018-08-01,61.400001525878906,61.673500061035156,60.510501861572266,61.0004997253418,61.0004997253418,31344000,61.0004997253418,55.23915606030249,54.42620993565076,0.8129461246517309,0,0,0.0
2018-08-02,60.29499816894531,61.49399948120117,60.239498138427734,61.307498931884766,61.307498931884766,30626000,61.307498931884766,55.307795410775725,54.46607645218935,0.8417189585863767,0,0,0.0
2018-08-03,61.48099899291992,61.5,60.75299835205078,61.18550109863281,61.18550109863281,21792000,61.18550109863281,55.36934987717694,54.502119313512914,0.8672305636640232,0,0,0.0
2018-08-06,61.25,61.30440139770508,60.78984832763672,61.23849868774414,61.23849868774414,21634000,61.23849868774414,55.42709063068601,54.53606380456576,0.8910268261202532,0,0,0.0
2018-08-07,61.849998474121094,62.55849838256836,61.80849838256836,62.111000061035156,62.111000061035156,29880000,62.111000061035156,55.4884252871709,54.57166706748877,0.91675821968213,0,0,0.0
