Date,StatArbTradingSignal,ClosePrice,FinalStatArbTradingSignal,Trades,Position,Pnl
2014-03-04,0.019284095937040648,0.9025596976280212,0.010919383146523938,1,1000000,-1628.5181045532227
2014-03-05,0.024923461792990095,0.9018758535385132,0.013241600895813012,0,1000000,-2312.3621940612793
2014-03-06,0.023816957331899005,0.9067662358283997,0.010441379905348696,0,1000000,2578.0200958251953
2014-03-07,0.03293087960029677,0.9102742671966553,0.024560138345461037,-1,0,6086.051464080811
2014-03-10,0.03747154912498517,0.9018433690071106,0.03054872726805889,1,1000000,6086.051464080811
2014-03-11,0.035321956459162654,0.8997417092323303,0.02594728837933633,0,1000000,3984.391689300537
2014-03-12,0.02844151007213234,0.9002034664154053,0.01753827649455019,0,1000000,4446.148872375488
2014-03-13,0.04366820267153293,0.8995475172996521,0.023354410069711375,0,1000000,3790.1997566223145
2014-03-14,0.04023914072852477,0.9027470350265503,0.013819046259418644,0,1000000,6989.717483520508
2014-03-17,0.03794824069887315,0.9013312458992004,0.015328287003581497,-1,0,5573.928356170654
2014-03-18,0.03598613500301463,0.904322624206543,0.015392470708921363,1,1000000,5573.928356170654
2014-03-19,0.05095450914285653,0.8986502289772034,0.020191096091820303,0,1000000,-98.46687316894531
2014-03-20,0.03645606674456458,0.8892446160316467,0.014637577337953154,1,2000000,-9504.079818725586
2014-03-21,0.03301702139001243,0.8896005749702454,0.00994242184091161,0,2000000,-8792.16194152832
2014-03-24,0.03040970131149675,0.8908129930496216,0.009710638002265199,0,2000000,-6367.325782775879
2014-03-25,0.027114036002337125,0.893096387386322,0.010479656730691397,0,2000000,-1800.537109375
2014-03-26,0.02727723379563336,0.8956560492515564,0.00816873893877844,0,2000000,3318.78662109375
2014-03-27,0.02482759345225507,0.9010145664215088,0.0018523207012669653,0,2000000,14035.820960998535
2014-03-28,0.02967504384940687,0.9066511988639832,-0.00045564064936517084,-1,1000000,15441.50710105896
2014-03-30,0.028133229774024958,0.9049773812294006,0.005105452465958842,-1,0,23635.268211364746
2014-03-31,0.025818213601821214,0.9048135876655579,0.008913681938343132,0,0,23635.268211364746
2014-04-01,0.008877726877574208,0.9067827463150024,0.004222113465123461,0,0,23635.268211364746
2014-04-02,-0.0026111703084123923,0.9067004919052124,-0.0007060150184455227,0,0,23635.268211364746
2014-04-03,-0.00803378832317269,0.9062896370887756,-0.0070534552367639705,0,0,23635.268211364746
2014-04-06,0.0013461144940609387,0.9107550978660583,-0.010439371796359417,-1,-1000000,23635.268211364746
2014-04-07,-0.0006289580446490924,0.9111201763153076,-0.006906161273405821,0,-1000000,23270.18976211548
2014-04-08,0.010097171379392741,0.9149967432022095,0.0012807938561710376,0,-1000000,19393.622875213623
2014-04-09,0.019645197515610432,0.9191175699234009,0.010220839509822532,1,0,15272.796154022217
2014-04-10,0.008078457929758316,0.9146285653114319,0.010757766399039534,1,1000000,15272.796154022217
2014-04-13,0.014987464296542855,0.9110621213912964,0.009656564249376233,0,1000000,11706.352233886719
2014-04-14,0.013012089887704685,0.9117432832717896,0.008483040569662733,0,1000000,12387.514114379883
2014-04-15,-0.011653288550042669,0.9103819727897644,0.0011972496080338182,0,1000000,11026.203632354736
2014-04-16,0.0010199202104506666,0.9083476662635803,0.011590417943013055,0,1000000,8991.897106170654
2014-04-17,-0.016356775386400194,0.9085044860839844,0.004414177075729665,0,1000000,9148.716926574707
2014-04-20,-0.01152920432895182,0.907375156879425,0.006692365078130257,0,1000000,8019.387722015381
2014-04-21,-0.016363934585571244,0.907605767250061,0.003558799325705844,0,1000000,8249.998092651367
2014-04-22,-0.0036390840238401372,0.9069225192070007,0.009587428433978541,0,1000000,7566.750049591064
2014-04-23,-0.002519475711229754,0.9065772294998169,0.004560963462404288,0,1000000,7221.460342407227
2014-04-24,-0.016528946671203124,0.9073586463928223,0.0018281819799557467,0,1000000,8002.877235412598
2014-04-27,-0.010414814096915914,0.9062896370887756,0.0032260188805305077,0,1000000,6933.867931365967
2014-04-28,-0.02518712835460016,0.9071035385131836,0.0025186408868333554,0,1000000,7747.769355773926
2014-04-29,-0.020825063187764392,0.9130752682685852,-0.004175266497217895,0,1000000,13719.499111175537
2014-04-30,-0.0031978842229314305,0.9119926691055298,0.005635734317885728,0,1000000,12636.899948120117
2014-05-01,0.0028565469827361812,0.9121341109275818,0.0072128107706653085,0,1000000,12778.34177017212
2014-05-04,0.014953088237297421,0.9110787510871887,0.008898617205551266,0,1000000,11722.981929779053
2014-05-05,0.019532964344280566,0.9125586748123169,0.0070964658741178065,0,1000000,13202.905654907227
2014-05-06,0.022421099522331896,0.9183580279350281,0.012712325922616103,0,1000000,19002.25877761841
2014-05-07,0.004032567968491926,0.9175995588302612,0.005989838756322992,-1,0,18243.789672851562
2014-05-08,-0.0023665387579705367,0.9233440160751343,-0.006915557509975893,0,0,18243.789672851562
2014-05-11,-0.0033236377657454874,0.9175995588302612,-0.01430601367742369,-1,-1000000,18243.789672851562
2014-05-12,-0.0020438778270652257,0.9175995588302612,-0.012314346046033575,0,-1000000,18243.789672851562
2014-05-13,0.0001831037726681044,0.9169264435768127,-0.01697647454588472,0,-1000000,18916.90492630005
2014-05-14,0.01172291004470936,0.9185266494750977,-0.02024934776275663,1,0,17316.699028015137
2014-05-15,0.006896908361565196,0.9194557070732117,-0.01034534724472962,-1,-1000000,17316.699028015137
2014-05-18,-0.00025397742539862937,0.9204797148704529,-0.009103147431287352,0,-1000000,16292.691230773926
2014-05-19,-0.003269184386087014,0.9198024272918701,-0.0100679145982096,0,-1000000,16969.97880935669
2014-05-20,-0.02725212686855134,0.9167247414588928,-0.017919090998436308,0,-1000000,20047.664642333984
2014-05-21,-0.02693358077832531,0.9162711501121521,-0.012266030911755668,1,0,20501.255989074707
2014-05-22,-0.027337800948198904,0.9180207252502441,-0.013411085993724418,-1,-1000000,20501.255989074707
2014-05-25,-0.04046875119218298,0.9200478196144104,-0.016784264991191462,0,-1000000,18474.161624908447
2014-05-26,-0.03315775478651968,0.9211495518684387,-0.01382991377470335,0,-1000000,17372.429370880127
2014-05-27,-0.03146255614975686,0.9213193655014038,0.004580697120250141,0,-1000000,17202.61573791504
2014-05-28,-0.07028538275537494,0.9200478196144104,-0.00586869100533101,0,-1000000,18474.161624908447
2014-05-29,-0.07025073464016902,0.9227135181427002,-0.003726196246966502,0,-1000000,15808.463096618652
2014-06-01,-0.070261531830718,0.9222539663314819,-0.004634415719190616,0,-1000000,16268.014907836914
2014-06-02,-0.08652854095629792,0.9172461032867432,0.0013171560600563305,0,-1000000,21275.877952575684
2014-06-03,-0.07761056874569273,0.9160865545272827,0.0009606397818981613,1,0,22435.426712036133
2014-06-04,-0.07450041953230577,0.913993239402771,0.004333550501573171,0,0,22435.426712036133
2014-06-05,-0.036058460977686675,0.9156838059425354,0.00325865320191665,0,0,22435.426712036133
2014-06-08,-0.022839757644161896,0.9153066873550415,0.007715487376911219,0,0,22435.426712036133
2014-06-09,-0.0248864336252598,0.9169264435768127,0.012769122177281114,1,1000000,22435.426712036133
2014-06-10,-0.0015755019132952116,0.9175826907157898,0.017593224063725287,0,1000000,23091.673851013184
2014-06-11,0.03896133243978397,0.92011559009552,0.019953121062300204,-1,0,25624.57323074341
2014-06-12,0.07255468858009867,0.9212259650230408,0.029541419669553877,1,1000000,25624.57323074341
2014-06-15,0.06274433804759288,0.9211495518684387,0.03065360547351859,0,1000000,25548.160076141357
2014-06-16,0.06423729007426603,0.921735405921936,0.02290032163244134,0,1000000,26134.014129638672
2014-06-17,0.05580066392580712,0.920640766620636,0.022574152563592038,-1,0,25039.374828338623
2014-06-18,0.07612112662772506,0.922934889793396,0.020660085178218403,1,1000000,25039.374828338623
2014-06-19,0.06330630564098166,0.9244707822799683,0.015976528417182393,0,1000000,26575.26731491089
2014-06-22,0.049183029105119264,0.930059552192688,0.010716173234826678,-1,0,32164.037227630615
2014-06-23,0.04215664087747938,0.9319403767585754,0.006629159579875442,0,0,32164.037227630615
2014-06-24,0.02668754896757984,0.9308386445045471,-0.001082903070256446,0,0,32164.037227630615
2014-06-25,0.044349457432512646,0.9326704740524292,-0.0003995960556940593,0,0,32164.037227630615
2014-06-26,0.04776238061732208,0.9353224635124207,0.0010110979013494507,0,0,32164.037227630615
2014-06-29,0.03887412660526094,0.9376025199890137,-0.00686074111396126,0,0,32164.037227630615
2014-06-30,0.02916236613416407,0.9371192455291748,0.002135497539875777,0,0,32164.037227630615
2014-07-01,0.021071029371716316,0.9403976202011108,0.005717194729435857,0,0,32164.037227630615
2014-07-02,0.020184432720143218,0.937505841255188,0.006683378871289297,0,0,32164.037227630615
2014-07-03,0.008424261796110347,0.9401589035987854,7.58360140164288e-05,0,0,32164.037227630615
2014-07-06,0.003417692728876969,0.9389671087265015,-6.081052712430918e-05,0,0,32164.037227630615
2014-07-07,0.008529265443544886,0.936154305934906,0.0003925572829444127,0,0,32164.037227630615
2014-07-08,0.018402774221887887,0.9370051622390747,0.001704650144787851,0,0,32164.037227630615
2014-07-09,0.022948155860869537,0.939020037651062,0.003502657103648957,0,0,32164.037227630615
2014-07-10,0.017696404049734105,0.9391170740127563,-0.00407123245184569,0,0,32164.037227630615
2014-07-13,0.022567756475818237,0.932201087474823,0.0027742222193683566,0,0,32164.037227630615
2014-07-14,0.020102826696405483,0.9332711696624756,0.002362814166060302,0,0,32164.037227630615
2014-07-15,-0.0035113417765343016,0.9294371604919434,0.002560755000796787,0,0,32164.037227630615
2014-07-16,-0.008784617496786202,0.9313761591911316,-0.0008877689085301543,0,0,32164.037227630615
2014-07-17,-0.020216531108141898,0.9292470812797546,-0.009065195337539765,0,0,32164.037227630615
2014-07-20,-0.01042941270689534,0.9311593770980835,-0.012143456291536606,-1,-1000000,32164.037227630615
2014-07-21,-0.017754862224995567,0.931306779384613,-0.015726498497129964,0,-1000000,32016.634941101074
2014-07-22,-0.020447738378534617,0.9312721490859985,-0.021534427914371754,0,-1000000,32051.265239715576
2014-07-23,-0.03762985286772203,0.9319316744804382,-0.02268858019613084,0,-1000000,31391.73984527588
2014-07-24,-0.04124327430447718,0.9307520985603333,-0.023841252104723203,0,-1000000,32571.31576538086
2014-07-27,-0.039036420305213565,0.925026535987854,-0.02330522879115453,1,0,38296.87833786011
2014-07-28,-0.03677820169507397,0.9260973930358887,-0.019598801964028984,-1,-1000000,38296.87833786011
2014-07-29,-0.038087652198947594,0.9216335415840149,-0.019708975156448358,0,-1000000,42760.72978973389
2014-07-30,-0.03305595022980248,0.9168423414230347,-0.015035733754049062,1,0,47551.92995071411
2014-07-31,-0.02606429548635713,0.916985273361206,-0.015407711867683737,-1,-1000000,47551.92995071411
2014-08-03,-0.020871063360831256,0.9156167507171631,-0.011941404208861845,0,-1000000,48920.45259475708
2014-08-04,-0.01703855703382001,0.9169768691062927,-0.009342746054673263,1,0,47560.33420562744
2014-08-05,-0.025720930229035134,0.9122339487075806,-0.012336013945150204,-1,-1000000,47560.33420562744
2014-08-06,-0.01937361168646781,0.9160529375076294,-0.012911896700446918,0,-1000000,43741.34540557861
2014-08-07,-0.01947959276494469,0.9148042798042297,-0.018281057367506952,0,-1000000,44990.00310897827
2014-08-10,-0.01141664230847491,0.9117432832717896,-0.00935708554674043,0,-1000000,48050.99964141846
2014-08-11,-0.01339480798829775,0.9151307344436646,-0.012801478882846145,1,0,44663.54846954346
2014-08-12,-0.016717127070995538,0.9153485894203186,-0.012529797408236773,-1,-1000000,44663.54846954346
2014-08-13,-0.006349268064542574,0.9162711501121521,-0.011188700506438507,0,-1000000,43740.98777770996
2014-08-14,-0.0052251915478634045,0.9169180393218994,-0.00945451002290838,0,-1000000,43094.09856796265
2014-08-17,-0.004477123998068132,0.9180797934532166,-0.004915153369608978,0,-1000000,41932.34443664551
2014-08-18,-0.007600620158303255,0.9182483553886414,-0.007192378111354401,0,-1000000,41763.7825012207
2014-08-19,-0.008209727144345032,0.9140684604644775,-0.010641570438745269,0,-1000000,45943.67742538452
2014-08-20,-0.014484417917658136,0.9118264317512512,-0.01207746528145993,1,0,48185.70613861084
2014-08-21,-0.011450119902264513,0.9136090874671936,-0.008785534404564171,0,0,48185.70613861084
2014-08-24,-0.01606147636838831,0.9116684794425964,-0.014473312189469104,-1,-1000000,48185.70613861084
2014-08-25,-0.020047059495608838,0.9096697568893433,-0.014539021840164345,0,-1000000,50184.428691864014
2014-08-26,-0.01776342352609902,0.913241982460022,-0.016380968865006146,1,0,46612.2031211853
2014-08-27,-0.01858085395551359,0.9201748371124268,-0.01713071117385535,-1,-1000000,46612.2031211853
2014-08-28,-0.01648241807384459,0.9212344288825989,-0.016431439897723162,0,-1000000,45552.61135101318
2014-08-31,-0.017427627316035144,0.9194472432136536,-0.018104493836996714,0,-1000000,47339.797019958496
2014-09-01,-0.009961796079774439,0.9200478196144104,-0.013266099725474897,1,0,46739.22061920166
2014-09-02,-0.019782539530401256,0.9149130582809448,-0.013974851564080217,-1,-1000000,46739.22061920166
2014-09-03,-0.0184348064970036,0.9184423685073853,-0.012467162247906298,0,-1000000,43209.91039276123
2014-09-04,-0.02492765980905683,0.9187798500061035,-0.03701339378892748,0,-1000000,42872.42889404297
2014-09-07,-0.01689832749763286,0.9186532497406006,-0.03422528543759408,0,-1000000,42999.0291595459
2014-09-08,-0.015351795584359361,0.910663902759552,-0.034858067656640776,0,-1000000,50988.37614059448
2014-09-09,-0.017108542803244114,0.9112115502357483,-0.031300105414540265,1,0,50440.72866439819
2014-09-10,-0.028533390346685075,0.9134088158607483,-0.03424177374266129,-1,-1000000,50440.72866439819
2014-09-11,-0.020511179602990443,0.9061171412467957,-0.023876252763840977,0,-1000000,57732.40327835083
2014-09-14,-0.02014553933936975,0.9019410014152527,-0.04634138566198642,-1,-2000000,61908.5431098938
2014-09-15,-0.01564609186381399,0.9050101637840271,-0.0426061124868396,1,-1000000,58434.96322631836
2014-09-16,-0.017115624789435874,0.9113277792930603,-0.037102603466247185,1,0,49452.60286331177
2014-09-17,-0.028719215043362827,0.9083807468414307,-0.056904116633139865,-1,-1000000,49452.60286331177
2014-09-18,-0.022198607937039466,0.9139180779457092,-0.041420744175279856,0,-1000000,43915.2717590332
2014-09-21,-0.020671888447463472,0.9136174321174622,-0.050930246796248205,0,-1000000,44215.91758728027
2014-09-22,-0.017866823075352166,0.9059037566184998,-0.0391510781714206,0,-1000000,51929.593086242676
2014-09-23,-0.01890289542970713,0.9033423662185669,-0.03207045083772905,1,0,54490.98348617554
2014-09-24,-0.019183289092484467,0.9029345512390137,-0.03974879607336449,-1,-1000000,54490.98348617554
2014-09-25,-0.033770601000101555,0.9005764126777649,-0.03725706909075908,0,-1000000,56849.12204742432
2014-09-28,-0.03844950244192263,0.8957362771034241,-0.04491691690266632,1,0,61689.25762176514
2014-09-29,-0.04807664937636473,0.8960894346237183,-0.04148977592078744,-1,-1000000,61689.25762176514
2014-09-30,-0.032695440595245845,0.89239501953125,-0.0358464186682924,0,-1000000,65383.6727142334
2014-10-01,-0.03681578954896818,0.8968609571456909,-0.03454292124344746,1,0,60917.73509979248
2014-10-02,-0.01802831926992894,0.8963786363601685,-0.021556829362177902,-1,-1000000,60917.73509979248
2014-10-05,-0.02953023209369795,0.888123095035553,-0.04148006098686477,0,-1000000,69173.27642440796
2014-10-06,-0.02110185187164882,0.8973036408424377,-0.02473503829962836,1,0,59992.73061752319
2014-10-07,-0.018670359690276087,0.896217942237854,-0.015112792196935631,-1,-1000000,59992.73061752319
2014-10-08,-0.010210560794442458,0.9006575345993042,-0.006930333676748736,0,-1000000,55553.138256073
2014-10-09,-0.00856303462405365,0.8942463994026184,-0.006468342797541799,0,-1000000,61964.27345275879
2014-10-12,-0.010293986707191092,0.8938547968864441,-0.009646188760806902,1,0,62355.875968933105
2014-10-13,-0.00196776407356224,0.8924587368965149,0.003498650925954847,0,0,62355.875968933105
2014-10-14,0.0024697171460211376,0.8837825655937195,-0.0008078947565769055,0,0,62355.875968933105
2014-10-15,0.017183793584173927,0.8877761960029602,0.023655048432643416,1,1000000,62355.875968933105
2014-10-16,0.014412796246627793,0.8880206346511841,0.022012935124175938,0,1000000,62600.31461715698
2014-10-19,0.014306052032291303,0.8858965039253235,0.015546996730691032,-1,0,60476.18389129639
2014-10-20,0.01926983050133455,0.8855827450752258,0.023509626033330577,1,1000000,60476.18389129639
2014-10-21,0.014243391189162069,0.8906305432319641,0.010783583468072462,0,1000000,65523.98204803467
2014-10-22,0.0019181494159163362,0.8888888955116272,0.0016159801383131456,-1,0,63782.334327697754
2014-10-23,-0.0031971684245912513,0.8910273313522339,-0.004476072083783766,0,0,63782.334327697754
2014-10-27,0.0007211923497022345,0.8898380398750305,0.001988475276241397,0,0,63782.334327697754
2014-10-28,0.004847406123715424,0.8890469670295715,0.007130667455972418,0,0,63782.334327697754
2014-10-29,0.0020702578141330273,0.8954154849052429,0.004920710571244311,0,0,63782.334327697754
2014-10-30,-0.012805441215034262,0.8935751914978027,-0.013746546155484247,-1,-1000000,63782.334327697754
2014-10-31,-0.0054576346223793246,0.8933357000350952,-0.011519565158719974,0,-1000000,64021.82579040527
2014-11-03,-0.0055114014439406386,0.8859750032424927,-0.024121995783550496,1,0,71382.52258300781
2014-11-04,-0.004326482609459843,0.8804677724838257,-0.020579587908623805,-1,-1000000,71382.52258300781
2014-11-05,0.007115501921623698,0.877739667892456,-0.007931269697828288,0,-1000000,74110.62717437744
2014-11-06,-0.0041697566855833125,0.8776394724845886,-0.018445282781982313,1,0,74210.82258224487
2014-11-07,-0.003621251680245491,0.8751739263534546,-0.02210274053639936,-1,-1000000,74210.82258224487
2014-11-10,-0.004609016872761577,0.882799506187439,-0.019056012533881245,0,-1000000,66585.2427482605
2014-11-11,-0.0016345561926088045,0.8795461654663086,-0.01701325002538774,0,-1000000,69838.58346939087
2014-11-12,0.0020253720643591024,0.8823010921478271,-0.013678059155479906,0,-1000000,67083.65678787231
2014-11-13,0.005475859370721402,0.8831971883773804,-0.016017232011745132,0,-1000000,66187.56055831909
2014-11-14,0.010570846784412485,0.8786574006080627,-0.009306462930469793,0,-1000000,70727.34832763672
2014-11-17,0.00962958696796126,0.8856846690177917,-0.01243480577508,-1,-2000000,63700.079917907715
2014-11-18,0.009570981733048739,0.8853474855422974,-0.014268878325183709,0,-2000000,64374.446868896484
2014-11-19,0.00935897767249028,0.8832517862319946,-0.007957227862213022,0,-2000000,68565.84548950195
2014-11-20,0.003891096205223785,0.8811349272727966,-0.00929098829879656,0,-2000000,72799.56340789795
2014-11-21,0.0032767938680351993,0.8842514753341675,-0.009991303143336874,0,-2000000,66566.46728515625
2014-11-24,-0.0001592119572451471,0.8904560208320618,-0.02092074912546932,0,-2000000,54157.376289367676
2014-11-25,0.0013716622493686564,0.8858180046081543,-0.014283217227569037,0,-2000000,63433.40873718262
2014-11-26,-0.004484506068526812,0.8890469670295715,-0.013914272403853395,0,-2000000,56975.483894348145
2014-11-27,-0.00018335902011277962,0.888738751411438,-0.00910991282584317,0,-2000000,57591.915130615234
2014-11-28,0.0039553555694717855,0.8819119334220886,-0.005660163070540038,0,-2000000,71245.55110931396
2014-12-01,0.005270174141594175,0.8730650544166565,-0.004857547818836926,0,-2000000,88939.30912017822
2014-12-02,0.0017650786753159345,0.8833922743797302,-0.00686025265131147,1,-1000000,65321.892499923706
2014-12-03,0.0016655128178128227,0.8771929740905762,-0.008248454853205692,0,-1000000,77720.49307823181
2014-12-04,-0.006029555823327358,0.8800957798957825,-0.015635712678152985,1,0,71581.36367797852
2014-12-05,-0.0019170849172993809,0.8781944513320923,-0.009040084535225812,0,0,71581.36367797852
2014-12-08,-0.007420528821940095,0.8737439513206482,-0.01625009893271575,-1,-1000000,71581.36367797852
2014-12-09,-0.007085544257232457,0.8709966540336609,-0.00931590603921281,0,-1000000,74328.66096496582
2014-12-10,-0.005376520884789765,0.8742022514343262,-0.004375259240473644,1,0,71123.06356430054
2014-12-11,0.00823831386577365,0.8720676302909851,0.008192784529336571,0,0,71123.06356430054
2014-12-12,0.009796331880484947,0.867430567741394,0.0048733852548776485,0,0,71123.06356430054
2014-12-15,0.009531515967214224,0.8647377490997314,0.010928370039434473,1,1000000,71123.06356430054
2014-12-16,0.013586276861870505,0.8580892086029053,0.014617375784800424,0,1000000,64474.523067474365
2014-12-17,0.01640370090501886,0.8596973419189453,0.02147771956428372,0,1000000,66082.6563835144
2014-12-18,0.006081510206209308,0.8594018816947937,0.00048099523698850116,0,1000000,65787.1961593628
2014-12-19,0.010232737065965202,0.8633341789245605,-0.0019227277529084317,0,1000000,69719.49338912964
2014-12-22,0.00875913521766498,0.8611039519309998,-0.0063217513696814465,0,1000000,67489.26639556885
2014-12-23,0.00735357822060319,0.8589220643043518,-0.007372048408770121,0,1000000,65307.3787689209
2014-12-24,0.0037852249498984804,0.8607333302497864,-0.013543876229990558,-1,0,67118.64471435547
2014-12-25,0.00542063268875812,0.8605778217315674,-0.009333653267272625,0,0,67118.64471435547
2014-12-26,0.005369311957671779,0.8607333302497864,-0.007803275314770979,0,0,67118.64471435547
2014-12-29,0.007272239039152957,0.8597639203071594,-0.00812052628774164,0,0,67118.64471435547
2014-12-30,0.010919734056945274,0.859010636806488,-0.007321271162629334,0,0,67118.64471435547
2014-12-31,0.012746426478176193,0.8617123961448669,-0.004362106812020562,0,0,67118.64471435547
2015-01-01,0.008634210809012558,0.860985279083252,-0.008540074893592885,0,0,67118.64471435547
2015-01-02,0.006725097140597416,0.8610298037528992,-0.008859851645312436,0,0,67118.64471435547
2015-01-05,0.0047316361160027135,0.8479607105255127,-0.015088565770557614,-1,-1000000,67118.64471435547
2015-01-06,0.00455904086063616,0.8505571484565735,-0.014866145193348022,0,-1000000,64522.20678329468
2015-01-07,0.013893524428540267,0.8448086977005005,-0.011943306661740418,0,-1000000,70270.65753936768
2015-01-08,0.014197065304348552,0.8461310863494873,-0.014331651427727113,1,0,68948.26889038086
2015-01-09,0.018636727703018188,0.8454943895339966,-0.01313702951330675,-1,-1000000,68948.26889038086
2015-01-12,0.02249684387432812,0.8442879915237427,8.626429119062983e-06,0,-1000000,70154.66690063477
2015-01-13,0.020199442090245406,0.8355615139007568,0.00356542682280588,1,0,78881.1445236206
2015-01-14,0.015749812653557037,0.836505115032196,0.0019734219029376924,0,0,78881.1445236206
2015-01-15,0.010041209377729652,0.8370302319526672,0.002319238888202466,0,0,78881.1445236206
2015-01-16,0.025743999243905396,0.8362602591514587,0.043295531570012404,1,1000000,78881.1445236206
2015-01-19,0.0189637481764467,0.8354009985923767,0.030070474592996995,0,1000000,78021.88396453857
2015-01-20,0.011639937203205204,0.8364700675010681,0.018918263128302408,0,1000000,79090.95287322998
2015-01-21,0.005610306603853529,0.8255524635314941,-0.014187920419291471,-1,0,68173.348903656
2015-01-22,0.008422291508137648,0.8101233243942261,-0.00164814546109929,0,0,68173.348903656
2015-01-23,0.00028694537339486736,0.8076109290122986,-0.013326787398202575,-1,-1000000,68173.348903656
2015-01-26,-0.007624246083379568,0.8027614951133728,-0.016514378270231597,0,-1000000,73022.78280258179
2015-01-27,-0.0038290789608426065,0.8013269901275635,-0.0053449975188958115,1,0,74457.28778839111
2015-01-28,-0.006701567279938481,0.806842029094696,-0.0028170029266514395,0,0,74457.28778839111
2015-01-29,-0.015576010850930633,0.7985944747924805,-0.004464065992104312,0,0,74457.28778839111
2015-01-30,-0.014425529513350056,0.7928956747055054,0.00023443656866227995,0,0,74457.28778839111
2015-02-02,-0.01212509273231746,0.788140058517456,0.0015645484666701125,0,0,74457.28778839111
